Hospital Name,Latitude,Longitude,Hospital Network,State
St. North Carolina Hospital,45.26500340963656,-117.1363160746432,Providence,Kansas
Community Arizona Infirmary,25.865325878390934,-71.59207881196387,Ascension,Nebraska
General South Carolina Health Center,33.881088538046065,-120.13974782018406,Providence,Delaware
Community New Mexico Clinic,28.453032805913903,-85.51325032264641,Trinity Health,Pennsylvania
Regional Illinois Healthcare,39.80596249060513,-115.28096800396382,Trinity Health,Alabama
Regional Mississippi Medical Center,30.423171748578575,-104.61567724539975,Ascension,Wisconsin
Mercy Minnesota Clinic,36.74583684266156,-97.074657660032,CommonSpirit Health,Tennessee
Community Alabama Hospital,41.89283885279622,-98.96058485942174,HCA Healthcare,North Carolina
Mercy Wisconsin Healthcare,47.91196834401289,-72.9022274255515,Tenet Healthcare,Maine
St. Montana Medical Center,46.40374809961551,-120.03907431819613,Advocate Aurora Health,New Hampshire
Regional Arizona Clinic,33.044717382521846,-83.26144762002008,HCA Healthcare,Delaware
General Arizona Hospital,25.59812689165175,-82.00795238706297,Tenet Healthcare,Montana
St. Florida Hospital,34.041097396808475,-88.30338985550891,HCA Healthcare,Indiana
University Nebraska Clinic,39.56111025481627,-120.24194638879288,Cleveland Clinic,Rhode Island
Regional Maine Health Center,26.123112589133974,-111.63351660357459,Mayo Clinic,Indiana
Memorial New Jersey Hospital,48.70063611126466,-80.25135669089074,HCA Healthcare,Missouri
Memorial Wyoming Clinic,39.538201743964144,-106.38909913821519,Mayo Clinic,South Dakota
Mercy Mississippi Healthcare,31.423096509427598,-110.72636323193174,Cleveland Clinic,South Dakota
General North Dakota Clinic,25.356448458774267,-87.54393788203761,CommonSpirit Health,Nebraska
Memorial Delaware Hospital,27.287344432817587,-67.61094764468498,Providence,Maryland
St. South Carolina Health Center,37.984174422656,-98.7230800257164,Tenet Healthcare,Nevada
St. Iowa Medical Center,31.561813372953797,-112.57022078783473,Providence,Delaware
General Idaho Infirmary,45.99112350998504,-118.34235531804168,CommonSpirit Health,Maine
University Missouri Hospital,31.679781130256696,-108.31995253584131,HCA Healthcare,Hawaii
Mercy New Jersey Clinic,38.25545648378092,-77.54018352829146,Providence,New York
St. Minnesota Hospital,39.045006158645364,-68.37499230629659,CommonSpirit Health,California
Community Montana Healthcare,46.11103193507616,-78.13726161743229,Dignity Health,Nebraska
Children's Massachusetts Infirmary,29.82290854639612,-107.43530119993636,HCA Healthcare,Florida
General New Jersey Hospital,27.8709386165203,-122.37926144888444,CommonSpirit Health,Minnesota
Memorial Alabama Infirmary,30.59910407219118,-110.98276010216583,HCA Healthcare,Texas
Community Alabama Clinic,26.518724622922193,-92.98082045926317,HCA Healthcare,Iowa
Mercy Alaska Medical Center,31.697928551561006,-85.35782311304314,Dignity Health,Michigan
Regional Arizona Hospital,39.046900624401154,-67.01326721467096,Tenet Healthcare,Utah
University Alabama Clinic,27.07825154611824,-89.78113522054058,HCA Healthcare,South Carolina
St. Pennsylvania Infirmary,24.52602489005363,-69.77215431236041,Trinity Health,Massachusetts
University Ohio Clinic,48.27188541336444,-100.15022603498785,Trinity Health,Oregon
St. Iowa Infirmary,44.49031545183535,-83.64106857326851,CommonSpirit Health,North Carolina
Mercy Rhode Island Hospital,43.005222552283364,-91.72270062838673,CommonSpirit Health,Georgia
Community Oklahoma Medical Center,30.760394082977875,-99.26723905448154,Dignity Health,Texas
General Maine Healthcare,29.953199213721245,-103.2349529912361,Mayo Clinic,Wyoming
St. Washington Medical Center,24.66041558044734,-118.94476910831874,Advocate Aurora Health,Nevada
Regional Mississippi Healthcare,44.14437963221647,-86.9751986221734,HCA Healthcare,Pennsylvania
General Colorado Medical Center,36.79878508194804,-110.66541733031214,Trinity Health,Arkansas
St. Pennsylvania Infirmary,34.4031989369522,-84.79577708816191,HCA Healthcare,North Dakota
Memorial Oklahoma Medical Center,40.4816148215466,-108.8490371567717,HCA Healthcare,Pennsylvania
Regional Louisiana Infirmary,45.09863416971645,-76.71923882012564,Tenet Healthcare,Montana
Memorial North Dakota Infirmary,29.77918215918247,-93.80082618948954,Providence,Georgia
Community Missouri Health Center,35.47821296103133,-74.11473541288274,Tenet Healthcare,West Virginia
University Wisconsin Hospital,34.18588572835625,-80.99464782846299,Advocate Aurora Health,Alaska
St. New Mexico Healthcare,43.20952061604473,-73.01013048954266,Advocate Aurora Health,Minnesota
Mercy Colorado Health Center,25.731898922066378,-103.75891581062002,Cleveland Clinic,California
General North Carolina Infirmary,29.567343018425117,-104.57609265779952,Advocate Aurora Health,South Dakota
University Louisiana Clinic,40.897496102717504,-110.04194986741507,Cleveland Clinic,Virginia
St. Kentucky Infirmary,49.26149043070337,-121.73151108697655,Providence,Mississippi
University Delaware Infirmary,37.59971232247861,-78.48293805211298,Cleveland Clinic,Alaska
University Iowa Clinic,25.379676880422437,-110.77882144813007,Dignity Health,Utah
General South Dakota Hospital,47.604531246765575,-82.41846768679048,Mayo Clinic,Pennsylvania
Memorial Ohio Clinic,25.71955720151689,-101.91618059736498,Trinity Health,Oklahoma
Children's North Carolina Hospital,31.77437504797932,-110.54616988005434,Advocate Aurora Health,Nebraska
General Georgia Medical Center,32.35663056510647,-85.56437097089264,Trinity Health,Nebraska
Regional Utah Infirmary,47.29012320874313,-103.57309406576654,Ascension,Kentucky
Mercy Michigan Health Center,46.78268225382386,-93.41800647228179,Trinity Health,Colorado
Children's New Hampshire Medical Center,44.3489233337452,-111.81234115938716,Tenet Healthcare,Oregon
Memorial Minnesota Infirmary,25.129924338584388,-105.07311614232823,Dignity Health,Delaware
General Florida Infirmary,36.751474146281005,-90.73868515838171,Ascension,Utah
Community Connecticut Infirmary,47.52627739231884,-98.80160279918235,CommonSpirit Health,Washington
Mercy Massachusetts Infirmary,39.13039469693151,-79.13313861070085,Mayo Clinic,Mississippi
University Wisconsin Health Center,43.56081905357187,-81.95527257348027,Tenet Healthcare,Nevada
Mercy Illinois Clinic,44.912722972478505,-76.6017610150769,Dignity Health,Montana
St. Alabama Health Center,40.32464542581106,-93.79109007136553,Cleveland Clinic,Colorado
University North Carolina Infirmary,40.09380754975925,-89.52708766615706,Mayo Clinic,Hawaii
Community Texas Health Center,47.99397537700368,-86.77547660390526,HCA Healthcare,Missouri
General West Virginia Hospital,27.394304382296852,-67.91965154724619,HCA Healthcare,Massachusetts
Children's Iowa Infirmary,47.72644557337142,-100.75495683061172,Tenet Healthcare,Hawaii
Mercy Washington Infirmary,25.636068330182393,-107.1466598360324,Ascension,Maine
Mercy Missouri Clinic,48.60746384573004,-105.02628733963395,Trinity Health,South Dakota
Regional Alaska Medical Center,43.097524455393696,-97.91655030734883,Dignity Health,Nebraska
Children's West Virginia Clinic,48.011027189827956,-117.90259171667857,Ascension,New Hampshire
Mercy Alaska Clinic,30.496537733033012,-96.81099368528261,Providence,Massachusetts
Community Maine Medical Center,36.46584881328584,-80.40382247219023,Providence,Massachusetts
University Oklahoma Clinic,42.48594329711857,-72.88250713049541,Dignity Health,Rhode Island
Community Virginia Clinic,31.405878933947456,-114.61668675901937,Tenet Healthcare,Nevada
St. Connecticut Health Center,45.64911317145119,-80.2926335013424,Dignity Health,New York
General New Hampshire Healthcare,29.351065805880467,-97.4549654718489,Dignity Health,Virginia
General Arkansas Infirmary,24.866648780769285,-98.94510841589977,Mayo Clinic,Massachusetts
Community Alaska Healthcare,27.79221020745569,-89.75098617076402,Trinity Health,Hawaii
General Alaska Health Center,30.15542510907149,-118.9266520466192,Advocate Aurora Health,Iowa
University Washington Healthcare,36.14230876514048,-92.8125251937073,Trinity Health,Louisiana
University Minnesota Clinic,37.87998110324803,-100.23769947086987,Trinity Health,Illinois
Children's Louisiana Healthcare,44.586906023755304,-107.36260570084218,Providence,Maryland
St. Nebraska Healthcare,29.442990956549,-91.0188893670178,Providence,Idaho
St. Arkansas Medical Center,42.15035903728263,-116.02618455081863,Dignity Health,South Dakota
General Iowa Health Center,44.09296899242442,-83.81480548207429,Tenet Healthcare,Utah
Regional Kansas Hospital,47.59954725031132,-90.96155993031292,Dignity Health,North Dakota
Community Oklahoma Healthcare,45.805662972977316,-117.2794361021298,Trinity Health,Mississippi
General Michigan Medical Center,41.61405131558564,-123.24991198399633,Cleveland Clinic,North Dakota
Children's Maine Health Center,30.231302758634413,-75.89525066558868,Providence,Kansas
University Tennessee Clinic,40.18865067195794,-80.43745803198027,Tenet Healthcare,Georgia
Regional Nebraska Healthcare,31.128455056048864,-88.69661726773961,Tenet Healthcare,Florida
Regional Missouri Medical Center,30.813959361317494,-76.13821445256032,Advocate Aurora Health,Montana
Memorial Alabama Health Center,40.32254634059235,-70.92151021328436,Ascension,Minnesota
Memorial New Hampshire Infirmary,38.236145544327584,-96.75706633365368,Mayo Clinic,Texas
University Michigan Healthcare,46.16516293197451,-95.0104537314271,Mayo Clinic,Delaware
Memorial California Clinic,34.69926641836083,-87.94419797132664,CommonSpirit Health,Washington
Children's Massachusetts Health Center,44.80600439414819,-78.85012531978272,Cleveland Clinic,Delaware
Children's Minnesota Health Center,47.83482659359676,-116.8942879352769,HCA Healthcare,Wyoming
Community North Dakota Medical Center,43.06516352888417,-98.8269306079135,Trinity Health,Virginia
Children's Ohio Clinic,38.4577884605105,-67.0612459001667,Cleveland Clinic,Pennsylvania
Community Iowa Clinic,29.803621784893448,-95.7856214754467,Cleveland Clinic,Utah
Community North Dakota Healthcare,33.85799347118254,-73.21132828113755,Ascension,Oregon
Mercy Montana Clinic,47.61611493161821,-124.46196589839312,CommonSpirit Health,Idaho
Community Alaska Infirmary,27.495961479636378,-111.04850734185115,Providence,Kansas
St. Iowa Clinic,39.64594595028255,-98.41643556521483,Advocate Aurora Health,South Dakota
Memorial Florida Healthcare,44.084796253640036,-100.9865004331077,HCA Healthcare,West Virginia
Regional Mississippi Clinic,34.99813861578966,-98.34240913783779,Providence,Tennessee
Regional Montana Infirmary,35.75845481610788,-107.77437128090415,Trinity Health,Ohio
General Nevada Healthcare,27.414022377584246,-102.78562301687924,CommonSpirit Health,Louisiana
Community South Carolina Infirmary,32.08855454338443,-121.51247667386635,Tenet Healthcare,Nevada
Regional Illinois Infirmary,44.372204039317246,-86.57435913478542,Mayo Clinic,Alabama
General Missouri Medical Center,42.24805259237843,-69.49190633133585,Providence,Florida
Children's Texas Infirmary,27.73565335561377,-81.34533126547898,Advocate Aurora Health,Kentucky
Children's New Hampshire Health Center,25.499440876356257,-118.47490062713291,Providence,Iowa
Mercy Mississippi Healthcare,44.79380922191319,-83.7721016018394,HCA Healthcare,Vermont
Community Iowa Medical Center,46.58794471972956,-72.71125202698116,CommonSpirit Health,South Dakota
Regional Arizona Infirmary,28.23663858134609,-82.32207131772333,Providence,Oregon
University Wisconsin Health Center,47.07553566808282,-112.39271534932502,HCA Healthcare,Florida
Community Maine Healthcare,36.42563439560502,-100.43242189640671,Cleveland Clinic,West Virginia
Memorial Kansas Clinic,33.226185535484504,-116.65171897924947,CommonSpirit Health,Alabama
St. South Carolina Clinic,27.26889376423744,-121.07912172648446,Trinity Health,Michigan
Children's Pennsylvania Infirmary,44.54610660627462,-120.97691766921096,Trinity Health,Maryland
General Maine Medical Center,49.07358589267109,-97.06931409869895,Dignity Health,Pennsylvania
Children's Alabama Medical Center,36.783219666242,-124.73538087935675,Trinity Health,Oklahoma
Memorial Louisiana Infirmary,27.925360717997414,-91.35200208284402,Tenet Healthcare,California
St. Alaska Medical Center,45.75819894072607,-116.22759982904316,Dignity Health,Oregon
Mercy North Carolina Infirmary,42.015662459498884,-83.3250797845333,Cleveland Clinic,Mississippi
General Missouri Health Center,44.21096794132215,-96.28775678651617,Ascension,Delaware
Memorial Idaho Clinic,34.847015802380945,-69.52117408392292,Trinity Health,New York
Memorial Alabama Health Center,41.84647859227563,-110.2065668015959,Ascension,Minnesota
General Oregon Medical Center,47.93080649974499,-105.2754527753703,Advocate Aurora Health,New Jersey
Memorial Ohio Medical Center,47.55598818022932,-86.09591699286298,Tenet Healthcare,South Carolina
Children's Rhode Island Health Center,37.13686627687255,-104.26074331784629,Ascension,Maine
Mercy Louisiana Health Center,35.3602228601867,-102.23382965013258,CommonSpirit Health,North Carolina
Memorial Idaho Hospital,43.19191264657596,-83.51370391182343,Mayo Clinic,Mississippi
St. Virginia Infirmary,36.15640838227639,-101.73155161616364,Mayo Clinic,Wyoming
Community Wisconsin Healthcare,41.47306373901958,-112.19522984693741,Providence,Montana
Community Nebraska Health Center,27.23829399709585,-90.3680967013306,CommonSpirit Health,Kansas
Mercy Ohio Clinic,33.8319873911795,-99.92676476071716,Dignity Health,Michigan
Children's Montana Health Center,28.144403475735917,-69.55948776322819,Cleveland Clinic,North Carolina
General Virginia Medical Center,38.59445762827791,-106.26938601065251,Dignity Health,Vermont
Children's North Carolina Medical Center,41.792785731981056,-86.59559373665849,Cleveland Clinic,Virginia
Regional Illinois Medical Center,32.087851512297526,-90.90166258056709,Dignity Health,Virginia
Children's Michigan Clinic,30.13786060552978,-111.19341038733882,Providence,Oklahoma
General Tennessee Healthcare,44.23176207273569,-119.11041192228889,Tenet Healthcare,Louisiana
Regional Missouri Healthcare,35.49545542778472,-106.26745486432111,Dignity Health,Utah
St. Ohio Health Center,36.740919052204525,-101.64206858653512,Mayo Clinic,Arkansas
Memorial Alaska Health Center,39.80152502261618,-97.97678240469473,HCA Healthcare,Illinois
General Virginia Healthcare,36.414064348651785,-101.82430438833306,Dignity Health,Connecticut
University Vermont Medical Center,42.14630722097927,-76.40282920322034,Mayo Clinic,Ohio
Community Wyoming Health Center,30.844899387351735,-92.94835592356202,Dignity Health,New York
Memorial Hawaii Healthcare,36.19968722208717,-107.87247450024633,Ascension,Arizona
St. Alaska Clinic,43.19412095858062,-105.2441921259661,Dignity Health,Mississippi
Regional South Carolina Infirmary,41.53607728044105,-109.33494561178892,Ascension,Wyoming
Mercy Kentucky Infirmary,26.461055894654784,-77.91691414555476,Ascension,South Carolina
General Ohio Clinic,42.02899841857975,-76.63696069967804,Cleveland Clinic,Georgia
Memorial South Dakota Infirmary,41.713612017799555,-102.1230166820497,Advocate Aurora Health,Oklahoma
General New York Healthcare,43.20095613608429,-106.38798186224898,Ascension,Colorado
General Louisiana Infirmary,45.48609060616005,-121.41349568113007,Mayo Clinic,Hawaii
St. Wisconsin Clinic,36.40787930720107,-120.41306157085387,Cleveland Clinic,Washington
Mercy North Dakota Hospital,28.595140258682694,-67.08778533216858,Ascension,Tennessee
Mercy Maine Hospital,42.79553566714395,-74.98558160855913,HCA Healthcare,Kentucky
Memorial Hawaii Healthcare,40.391313314424394,-102.9564559535579,Dignity Health,Mississippi
General Maryland Health Center,31.862742870506803,-101.44470753572384,Dignity Health,Mississippi
General Ohio Infirmary,24.45942630222976,-124.32035124473674,Cleveland Clinic,California
Regional Delaware Health Center,45.78159604085008,-101.04351987545674,HCA Healthcare,North Dakota
General Delaware Health Center,25.93224919270986,-105.26209815101294,Cleveland Clinic,Arizona
Mercy Kentucky Clinic,27.920828536280766,-122.83990488254358,Mayo Clinic,Nebraska
University Alabama Healthcare,32.72865795393892,-86.47099549325648,Cleveland Clinic,Connecticut
Regional New Jersey Hospital,43.14391867663843,-104.83018850248324,Dignity Health,Virginia
Memorial Kansas Medical Center,41.66001551451931,-103.95502870019095,Advocate Aurora Health,Missouri
Regional Delaware Clinic,36.57098050902017,-84.32073386998626,Dignity Health,Maryland
General Wyoming Clinic,32.63755635735606,-79.26186734268515,Tenet Healthcare,Michigan
General Vermont Medical Center,47.04622237958753,-85.39992078304323,Providence,Missouri
University Florida Healthcare,25.366903897089667,-96.4076259185168,Trinity Health,Maine
Memorial Oregon Clinic,30.96030544093673,-96.12312597309986,Advocate Aurora Health,North Carolina
University Kansas Healthcare,29.961598468507482,-106.19388835296562,Dignity Health,Virginia
St. New Jersey Health Center,48.01456589573707,-99.42941912924601,Trinity Health,Ohio
General Alabama Medical Center,42.84519602963633,-113.04553709093841,Providence,Virginia
Children's Mississippi Health Center,43.14839256113319,-79.47779830883816,Tenet Healthcare,Illinois
Memorial Alaska Infirmary,24.565660803880505,-108.12494279812002,Tenet Healthcare,Indiana
Regional Delaware Infirmary,49.383544575438094,-110.7332592160239,CommonSpirit Health,Kansas
Community North Carolina Health Center,41.51069809250441,-83.19488800567729,HCA Healthcare,Nevada
Mercy New Jersey Healthcare,39.888820791852474,-106.07509513107854,Trinity Health,Montana
Children's South Carolina Medical Center,42.34022934569143,-105.26956812011355,Advocate Aurora Health,Pennsylvania
Children's Texas Health Center,35.919696847873844,-111.81540126046023,Trinity Health,Utah
Regional Ohio Hospital,36.02101057037679,-83.94777785025761,Mayo Clinic,Michigan
St. Alabama Health Center,44.191302850381945,-82.9948064879894,Cleveland Clinic,Virginia
Memorial Washington Hospital,28.94349845594369,-67.20113211070496,HCA Healthcare,South Dakota
Children's Michigan Healthcare,44.802031404212784,-83.4072556282797,Cleveland Clinic,North Carolina
University Idaho Infirmary,27.719110189314236,-109.6285669206559,HCA Healthcare,Wisconsin
Memorial Arkansas Medical Center,40.630218781511246,-82.25453663240845,HCA Healthcare,New Hampshire
Regional Minnesota Healthcare,32.72521195837109,-73.62685376778248,Cleveland Clinic,Texas
Regional Mississippi Healthcare,40.95636677337282,-97.81147533550035,HCA Healthcare,New Hampshire
Mercy Tennessee Hospital,31.85914814207472,-70.33442405217286,Providence,Maine
Mercy Wyoming Health Center,24.704103038821444,-99.51883789370142,Mayo Clinic,South Dakota
Community Montana Medical Center,38.90445963980707,-109.03914232226025,Advocate Aurora Health,Delaware
St. Oregon Healthcare,30.408087477866836,-101.25583629619726,Cleveland Clinic,Missouri
Community Mississippi Clinic,32.597862559993196,-122.4643702992764,Advocate Aurora Health,Wyoming
St. Idaho Clinic,36.18386931492038,-103.2202584151287,Mayo Clinic,Alabama
Children's Nebraska Healthcare,29.03534960974446,-85.68270557978417,Trinity Health,Oklahoma
General Ohio Clinic,37.80691316445671,-69.59701501313535,Trinity Health,Alaska
University Utah Hospital,29.365952984722767,-108.72884892078773,Cleveland Clinic,New Mexico
Community Maryland Infirmary,39.53631790403464,-97.41984971905576,CommonSpirit Health,Virginia
General Maryland Medical Center,27.48709763861772,-69.61621221419057,CommonSpirit Health,South Dakota
St. Florida Infirmary,35.55496909393512,-95.81515954688717,Providence,South Carolina
St. Idaho Hospital,36.558603889782944,-113.64434763535363,Advocate Aurora Health,North Dakota
Community New Mexico Infirmary,42.41569071510654,-73.01857829188258,CommonSpirit Health,Georgia
St. Ohio Infirmary,30.934263527355515,-120.29442870000855,CommonSpirit Health,Massachusetts
Community Tennessee Clinic,31.10752587907179,-111.43211406449234,Tenet Healthcare,Ohio
Regional Colorado Infirmary,39.367118544799965,-76.41085087368779,Ascension,Oklahoma
University Virginia Health Center,46.66851973792994,-79.20640902878476,Tenet Healthcare,Kentucky
St. North Dakota Healthcare,39.228230466463856,-88.89866795296092,CommonSpirit Health,Florida
Regional Colorado Infirmary,28.58866905545461,-94.557315082186,Advocate Aurora Health,Tennessee
University Virginia Healthcare,28.32770684875238,-71.07697445860845,Providence,Utah
Regional Kansas Medical Center,42.344818218632525,-118.204102641974,HCA Healthcare,Pennsylvania
Mercy California Clinic,32.14436517363104,-112.1530762434123,HCA Healthcare,North Dakota
Children's Texas Health Center,30.719731449846044,-116.00816203529664,Providence,Texas
General South Carolina Health Center,32.420327972412124,-118.59575468840733,Tenet Healthcare,Alaska
Children's Kansas Clinic,41.01204953800063,-123.45120288265467,Ascension,Arizona
General Connecticut Healthcare,45.28399713915173,-100.64768736023797,HCA Healthcare,Iowa
Community Kansas Clinic,44.23543386564661,-87.63398225200129,Cleveland Clinic,Missouri
Community Colorado Healthcare,42.137599239465,-97.85066993949468,CommonSpirit Health,South Dakota
Memorial Hawaii Clinic,49.342374887702235,-83.30924536259161,Cleveland Clinic,Indiana
Memorial Connecticut Hospital,37.61047838271665,-75.63707595584584,Cleveland Clinic,Nevada
Mercy New York Infirmary,48.379085133758835,-107.67506506416424,Cleveland Clinic,Louisiana
Memorial Georgia Medical Center,35.27567729556847,-67.60662117846525,Ascension,Oklahoma
Memorial Nebraska Health Center,26.245395763331235,-67.01469190829641,Dignity Health,California
Children's Virginia Medical Center,39.211306639638345,-68.45132108029178,Advocate Aurora Health,Hawaii
Memorial Tennessee Health Center,38.704361276887674,-80.040633240189,HCA Healthcare,Arizona
St. Wisconsin Medical Center,28.532134283030835,-107.11542174447709,HCA Healthcare,North Dakota
Regional Vermont Hospital,28.061544230393043,-103.0093169730157,HCA Healthcare,Nevada
Children's Oregon Healthcare,37.71369225014729,-103.58811578296817,Providence,Delaware
Children's Vermont Health Center,41.10658819627528,-69.15953499288563,Cleveland Clinic,Mississippi
Regional Maine Hospital,34.08210150077703,-82.84590031678914,Cleveland Clinic,Wyoming
Mercy Wyoming Hospital,24.635958542879152,-76.61374710599341,Tenet Healthcare,Wisconsin
University Virginia Hospital,47.89742422454955,-99.62276283310896,HCA Healthcare,Wisconsin
Children's Kansas Health Center,48.956403624161794,-107.56867958182687,HCA Healthcare,Kansas
St. New York Clinic,25.009675739258153,-81.7944183139424,Providence,Florida
Regional Utah Medical Center,32.5380388218757,-94.98617845365378,Advocate Aurora Health,Illinois
Children's Michigan Clinic,27.444004415365654,-86.09907945571683,Dignity Health,Alaska
University Texas Healthcare,26.49218461720446,-117.15070254913073,Trinity Health,West Virginia
Memorial West Virginia Healthcare,29.83722916733431,-67.51395362159528,HCA Healthcare,Missouri
Community Texas Hospital,35.83106744218369,-111.61600263243847,Cleveland Clinic,Alabama
Community Utah Clinic,27.387664044855725,-113.21878592746145,Mayo Clinic,Illinois
Community Oregon Hospital,29.735557797121327,-89.58646890413755,HCA Healthcare,New Jersey
Community New Jersey Healthcare,26.321105403503747,-118.25306354017016,Dignity Health,Massachusetts
Children's Tennessee Health Center,34.49027777838931,-85.61760279508881,Providence,Colorado
St. Connecticut Health Center,28.171939890365344,-67.65540145492741,Trinity Health,Ohio
Community Maryland Clinic,42.80647512024926,-110.27939539138404,Ascension,New Mexico
Memorial Nebraska Infirmary,24.961085895992394,-99.21131537971655,Tenet Healthcare,Utah
Regional Nevada Medical Center,38.83018309408967,-97.09468758839033,HCA Healthcare,Washington
University Massachusetts Health Center,24.56699560468404,-103.1293053285063,Trinity Health,New Mexico
Children's Alabama Healthcare,42.96315356604801,-96.93185028638311,Advocate Aurora Health,North Carolina
St. Massachusetts Infirmary,29.620894982757736,-100.88080803006801,Mayo Clinic,Alabama
Memorial Oregon Clinic,38.16413073097841,-105.47129741066483,Dignity Health,Utah
Regional Kentucky Healthcare,48.60574453594194,-98.56171144621462,Mayo Clinic,Minnesota
St. New Jersey Hospital,28.818142659464655,-82.43249488632156,HCA Healthcare,Maine
Memorial Oregon Infirmary,34.632645669451065,-98.67001108893899,Dignity Health,Wyoming
Regional Oklahoma Hospital,47.047861211453856,-88.1787405799715,Mayo Clinic,South Carolina
St. Mississippi Infirmary,29.008831233593533,-112.7879221481987,Ascension,Hawaii
Memorial Texas Hospital,25.061558062825146,-67.94753953009287,CommonSpirit Health,Illinois
Memorial Rhode Island Health Center,32.00031581033479,-88.31037720226215,Cleveland Clinic,Georgia
University Kentucky Health Center,29.03610253813887,-81.66261644193439,Dignity Health,Texas
University Minnesota Hospital,46.617826894729845,-123.02907575229962,Mayo Clinic,Pennsylvania
Memorial South Carolina Clinic,27.383343646165816,-120.72693727837691,Cleveland Clinic,Kansas
General Washington Health Center,47.61327763846795,-96.76865594531452,Providence,New Mexico
University Oregon Infirmary,29.324445425114266,-118.58050380711073,Tenet Healthcare,Indiana
Regional Arizona Healthcare,26.068273795257547,-106.99209364108918,CommonSpirit Health,North Dakota
Children's Indiana Infirmary,32.42556438589388,-105.42251802031964,Advocate Aurora Health,North Carolina
Memorial New York Hospital,35.586387806444634,-100.26688885093789,Ascension,Missouri
Regional Indiana Healthcare,39.46612419038727,-110.83781184142293,Providence,Alaska
Mercy Maryland Clinic,25.27139447564734,-74.70628881582977,HCA Healthcare,Indiana
Mercy Pennsylvania Clinic,27.659750892022643,-75.21356771180194,CommonSpirit Health,Arizona
Memorial Ohio Clinic,29.83769492698179,-74.98931810563941,Trinity Health,Idaho
University Texas Health Center,43.64608116248856,-103.07092576761173,Mayo Clinic,Utah
Memorial Georgia Health Center,40.19160856441267,-83.48473592458873,Tenet Healthcare,Indiana
University West Virginia Health Center,34.364428217918224,-103.28605101828127,Cleveland Clinic,Massachusetts
University Oregon Healthcare,46.233200200236396,-117.00423403862831,Advocate Aurora Health,Washington
Memorial Arizona Clinic,42.24476345304954,-92.13388322935533,Mayo Clinic,Nevada
General Florida Medical Center,35.50306263645704,-102.6548455871555,Ascension,Idaho
Regional California Clinic,37.51453172893929,-99.18412071581211,Providence,Minnesota
Community Wisconsin Medical Center,32.926760725466025,-113.56556688840874,Ascension,New Jersey
Children's Oregon Health Center,46.303075363880396,-112.06871066178111,Trinity Health,Delaware
Children's Wyoming Healthcare,41.24786536815639,-104.02370734594993,Ascension,West Virginia
Community Georgia Clinic,36.71504530924003,-71.53003825611904,Mayo Clinic,Iowa
St. Alabama Hospital,37.826083050644826,-112.45177076956914,CommonSpirit Health,New Mexico
Children's Nevada Healthcare,37.161320334090306,-111.40991335042861,Ascension,Connecticut
Community Virginia Healthcare,32.30062682179017,-109.87668101763613,Dignity Health,Hawaii
Regional Arizona Medical Center,38.713671433243945,-95.67290908643189,CommonSpirit Health,North Carolina
Community Arizona Medical Center,39.87115998732574,-87.88160320083452,Tenet Healthcare,Mississippi
Regional Oklahoma Hospital,37.2579272396522,-103.20845252294306,Mayo Clinic,Florida
Regional California Healthcare,33.1744033485902,-109.76612406374802,CommonSpirit Health,Florida
Children's Wisconsin Infirmary,30.71797731299297,-93.08946540125778,Cleveland Clinic,Louisiana
Community Florida Medical Center,27.76482286795544,-75.39717145258972,CommonSpirit Health,New Mexico
General Illinois Infirmary,44.19741753837195,-100.11304105680135,CommonSpirit Health,Oklahoma
Community Pennsylvania Healthcare,40.9786452923625,-113.62420005583874,Mayo Clinic,Oregon
Memorial Florida Medical Center,48.97570346173285,-77.11902021384788,HCA Healthcare,Arkansas
Memorial Alabama Healthcare,42.755770767362336,-111.03107034348326,Mayo Clinic,Connecticut
University Wisconsin Medical Center,28.815958423239184,-122.37908355668614,Dignity Health,Washington
Community Connecticut Infirmary,45.392378784321416,-92.4342901894735,Providence,Maryland
St. Rhode Island Healthcare,46.92395756212954,-73.28096171577312,Providence,Arkansas
St. Pennsylvania Clinic,46.30156527791499,-75.25478357910217,Ascension,Georgia
Children's Montana Medical Center,39.49243688419209,-107.96020570713405,CommonSpirit Health,Pennsylvania
Regional Vermont Hospital,41.7688664467933,-83.28098536330606,Providence,Indiana
Children's New Hampshire Health Center,43.488469914988656,-115.76568495089275,Dignity Health,Connecticut
Memorial Delaware Infirmary,26.727392510870928,-85.19641097345692,Dignity Health,Connecticut
Mercy South Carolina Health Center,45.757783223026635,-81.85107991103382,Dignity Health,Ohio
St. Idaho Medical Center,35.610606083488626,-106.47153555369988,Ascension,West Virginia
Community Nebraska Health Center,40.36886781748758,-122.77408506355944,Tenet Healthcare,Rhode Island
General Rhode Island Healthcare,33.457033427802344,-90.7426284915089,Trinity Health,Pennsylvania
Memorial Maryland Healthcare,25.51070830938569,-97.70435039654076,Dignity Health,Maryland
General South Carolina Hospital,46.30097331586619,-101.44600859643658,Mayo Clinic,Mississippi
University Massachusetts Hospital,42.06726289011041,-87.99736232285449,Advocate Aurora Health,California
Regional Maryland Medical Center,48.441334175745844,-81.96466675442727,Dignity Health,Nebraska
General Wyoming Clinic,28.8580757922473,-120.11454915426629,CommonSpirit Health,Pennsylvania
Community Massachusetts Healthcare,42.98279395988483,-99.53953627393567,Providence,Arkansas
